gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
Female,0,Yes,No,Yes,No,2,No,Yes,Yes,No,No,Yes,1,No,Credit card (automatic),89.9
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),20.25
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Bank transfer (automatic),24.1
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.1
Male,0,No,No,No,No phone service,0,No,No,No,No,No,Yes,1,Yes,Electronic check,35.45
Male,0,No,No,Yes,Yes,0,No,Yes,No,No,No,No,1,Yes,Mailed check,54.4
Male,0,Yes,Yes,Yes,Yes,0,No,No,Yes,No,Yes,Yes,2,No,Bank transfer (automatic),77.2
Female,0,Yes,Yes,No,No phone service,0,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,60.0
Female,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,2,Yes,Electronic check,94.05
Male,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,2,No,Credit card (automatic),80.0
Female,0,No,No,Yes,No,0,Yes,Yes,No,Yes,No,Yes,2,Yes,Mailed check,67.7
Female,1,Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Mailed check,79.6
Female,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,2,Yes,Mailed check,89.1
Male,1,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,100.5
Female,0,No,No,No,No phone service,0,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,50.35
Male,1,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,45.05
Male,0,No,Yes,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,93.3
Female,0,No,No,Yes,No,0,No,Yes,Yes,Yes,Yes,No,0,No,Mailed check,69.75
Female,0,No,No,Yes,No,2,No,Yes,No,No,No,No,1,No,Electronic check,75.8
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,0,No,Credit card (automatic),75.55
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Credit card (automatic),85.3
Female,0,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,80.0
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),108.75
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),112.55
Female,0,Yes,No,Yes,No,0,No,Yes,No,Yes,No,No,2,Yes,Credit card (automatic),53.75
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,96.05
Female,0,No,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,Yes,1,Yes,Bank transfer (automatic),103.1
Female,0,No,No,Yes,No,2,Yes,No,No,No,Yes,Yes,1,Yes,Electronic check,95.6
Female,0,Yes,Yes,No,No phone service,0,Yes,Yes,No,Yes,No,No,1,No,Credit card (automatic),38.85
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.65
Male,1,No,No,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Electronic check,80.2
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.45
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Mailed check,90.45
Female,0,Yes,Yes,No,No phone service,0,No,Yes,No,Yes,Yes,Yes,0,Yes,Electronic check,54.6
Female,1,Yes,Yes,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,Yes,Bank transfer (automatic),103.9
Male,0,No,No,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,84.1
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Credit card (automatic),20.1
Female,0,No,No,No,No phone service,0,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,50.6
Male,0,No,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,2,Yes,Electronic check,104.85
Female,0,No,No,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,Credit card (automatic),79.85
Female,0,Yes,No,No,No phone service,0,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),65.5
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Mailed check,81.15
Male,0,No,No,Yes,Yes,0,Yes,Yes,No,Yes,No,No,1,Yes,Electronic check,67.25
Male,0,No,Yes,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,0,No,Bank transfer (automatic),106.7
Female,0,No,No,Yes,No,0,Yes,Yes,No,No,No,No,2,No,Mailed check,55.0
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),19.95
Female,0,Yes,Yes,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,1,No,Credit card (automatic),80.45
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No,0,Yes,Credit card (automatic),99.05
Male,0,Yes,Yes,Yes,Yes,2,No,Yes,No,No,No,No,1,Yes,Electronic check,80.15
Female,0,Yes,Yes,Yes,No,2,No,No,Yes,Yes,Yes,Yes,2,No,Mailed check,103.05
Male,1,No,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,101.8
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,No,No,No,2,No,Bank transfer (automatic),89.45
Female,1,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),25.6
Female,0,Yes,Yes,Yes,No,2,No,Yes,No,No,No,Yes,1,No,Electronic check,83.3
Male,0,No,No,No,No phone service,0,No,Yes,No,No,No,No,2,No,Mailed check,30.1
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.15
Female,0,Yes,No,Yes,No,0,No,No,No,Yes,No,No,1,No,Bank transfer (automatic),50.2
Male,1,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,44.95
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.1
Female,0,No,No,Yes,No,0,No,Yes,Yes,No,Yes,No,2,No,Bank transfer (automatic),65.25
Male,0,No,No,Yes,No,0,Yes,No,Yes,Yes,Yes,No,1,Yes,Electronic check,68.35
Male,0,No,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,1,Yes,Electronic check,109.15
Male,0,Yes,No,No,No phone service,0,No,No,Yes,Yes,Yes,Yes,2,No,Electronic check,54.6
Female,0,Yes,No,Yes,No,0,Yes,No,No,No,Yes,No,2,Yes,Bank transfer (automatic),62.15
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,101.75
Male,0,No,No,Yes,No,0,No,No,Yes,Yes,No,No,1,Yes,Electronic check,55.25
Male,0,Yes,No,Yes,Yes,0,Yes,No,No,No,No,No,1,Yes,Mailed check,55.05
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),75.1
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.3
Male,0,No,No,Yes,No,0,Yes,Yes,No,Yes,No,No,1,No,Bank transfer (automatic),60.45
Male,0,Yes,No,Yes,No,0,Yes,Yes,Yes,No,Yes,No,2,No,Credit card (automatic),66.4
Male,1,No,No,Yes,No,2,No,Yes,No,No,No,No,1,Yes,Electronic check,74.5
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,No,1,Yes,Electronic check,75.7
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,20.75
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Credit card (automatic),110.6
Female,0,Yes,Yes,Yes,Yes,0,Yes,No,No,No,Yes,Yes,0,Yes,Electronic check,75.5
Male,0,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,89.25
Female,0,Yes,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,1,Yes,Bank transfer (automatic),48.75
Female,0,No,No,Yes,No,2,No,Yes,Yes,No,No,No,1,Yes,Electronic check,82.3
Male,0,Yes,Yes,No,No phone service,0,No,Yes,Yes,Yes,Yes,Yes,2,No,Electronic check,60.35
Female,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,24.2
Male,0,No,Yes,Yes,Yes,2,No,Yes,Yes,Yes,No,Yes,2,No,Credit card (automatic),100.55
Male,0,No,No,Yes,Yes,0,Yes,No,No,No,No,No,1,Yes,Electronic check,54.45
Male,0,No,Yes,Yes,No,0,Yes,Yes,No,Yes,No,No,0,No,Credit card (automatic),61.45
Female,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,106.15
Male,0,No,Yes,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,95.9
Male,1,No,No,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Electronic check,109.05
Female,0,No,No,Yes,Yes,0,No,No,Yes,No,No,Yes,1,Yes,Credit card (automatic),65.2
Male,0,No,No,No,No phone service,0,Yes,No,Yes,No,Yes,Yes,1,Yes,Electronic check,53.75
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Bank transfer (automatic),20.7
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,98.7
Female,0,No,No,No,No phone service,0,Yes,No,Yes,Yes,Yes,Yes,0,No,Credit card (automatic),59.95
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,20.45
Male,0,No,No,No,No phone service,0,No,Yes,No,Yes,No,No,1,No,Mailed check,34.0
Male,0,No,No,Yes,Yes,2,Yes,No,No,Yes,No,Yes,2,No,Electronic check,93.55
Female,1,Yes,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,83.25
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,2,Yes,Credit card (automatic),100.05
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,25.5
Female,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),19.7
Female,0,No,No,Yes,Yes,0,No,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),84.5
Female,1,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,96.55
Male,1,No,No,No,No phone service,0,No,No,No,No,No,No,1,Yes,Electronic check,25.1
Female,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Mailed check,45.4
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,24.35
Male,0,No,No,Yes,Yes,2,No,Yes,No,No,No,No,2,Yes,Credit card (automatic),79.05
Female,0,No,No,Yes,Yes,2,Yes,Yes,No,No,Yes,Yes,1,No,Electronic check,104.35
Female,0,Yes,No,Yes,No,2,Yes,No,Yes,No,No,No,0,No,Bank transfer (automatic),80.3
Female,0,No,No,Yes,No,0,No,No,Yes,Yes,No,Yes,0,No,Credit card (automatic),66.5
Male,0,No,No,Yes,No,0,Yes,No,Yes,Yes,Yes,Yes,1,Yes,Credit card (automatic),79.2
Male,0,Yes,No,Yes,No,2,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,111.05
Male,1,No,No,Yes,No,2,No,No,No,No,Yes,Yes,1,No,Electronic check,89.95
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,71.1
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,19.75
Male,0,Yes,Yes,Yes,No,0,Yes,No,Yes,No,No,Yes,2,Yes,Credit card (automatic),63.7
Male,0,Yes,No,Yes,No,2,No,No,Yes,Yes,No,No,1,Yes,Mailed check,80.6
Male,0,No,No,Yes,No,0,No,Yes,No,No,No,No,1,Yes,Electronic check,49.8
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,20.25
Female,0,No,No,Yes,Yes,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,100.2
Female,1,No,No,Yes,No,0,No,No,No,No,No,No,1,No,Mailed check,43.8
Female,0,Yes,Yes,Yes,No,0,No,No,No,Yes,No,No,1,Yes,Mailed check,48.8
Female,0,Yes,No,Yes,No,2,No,Yes,No,No,No,No,1,Yes,Electronic check,76.1
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,19.6
Male,0,No,No,Yes,Yes,2,Yes,Yes,Yes,No,No,Yes,2,Yes,Electronic check,99.0
Female,0,Yes,No,Yes,No,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,98.7
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,20.4
Male,0,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,Yes,Electronic check,91.45
Female,0,Yes,No,Yes,Yes,2,No,No,Yes,No,No,No,1,Yes,Credit card (automatic),78.95
Male,0,Yes,Yes,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,24.8
Male,1,Yes,No,Yes,Yes,2,No,Yes,No,Yes,Yes,Yes,1,No,Electronic check,107.05
Female,0,No,Yes,Yes,Yes,2,No,No,No,No,No,Yes,1,Yes,Electronic check,84.75
Female,1,Yes,No,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Mailed check,109.75
Male,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Mailed check,25.4
Male,0,Yes,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,No,Credit card (automatic),81.0
Female,0,No,No,No,No phone service,0,No,Yes,Yes,Yes,No,No,1,No,Bank transfer (automatic),41.1
Female,1,No,Yes,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,71.0
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,98.75
Male,0,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),115.15
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Electronic check,19.7
Male,0,No,No,Yes,Yes,2,No,No,No,Yes,No,No,1,Yes,Electronic check,80.5
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),20.15
Male,0,No,Yes,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,99.75
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,No,Credit card (automatic),19.4
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,20.5
Male,0,No,No,Yes,Yes,2,No,No,No,Yes,Yes,Yes,1,Yes,Mailed check,98.55
Female,0,No,No,Yes,No,2,Yes,Yes,Yes,Yes,No,Yes,1,Yes,Bank transfer (automatic),98.15
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,Yes,Electronic check,86.45
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,No,No,Yes,No,1,No,Electronic check,89.6
Male,0,Yes,Yes,Yes,Yes,0,Yes,No,Yes,Yes,Yes,Yes,0,Yes,Mailed check,84.0
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),70.9
Male,0,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,No,Yes,0,No,Bank transfer (automatic),78.85
Female,0,Yes,Yes,Yes,Yes,2,Yes,No,Yes,Yes,Yes,Yes,2,Yes,Electronic check,109.4
Female,0,Yes,Yes,Yes,Yes,2,No,No,No,Yes,No,Yes,2,Yes,Electronic check,90.45
Male,0,Yes,No,Yes,No,2,No,Yes,Yes,Yes,Yes,Yes,0,Yes,Electronic check,105.25
Male,0,Yes,Yes,Yes,No,0,No,Yes,Yes,No,Yes,Yes,0,Yes,Bank transfer (automatic),75.4
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Electronic check,25.15
Female,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,0,No,Bank transfer (automatic),100.5
Female,0,Yes,No,Yes,Yes,0,Yes,No,Yes,Yes,No,No,2,No,Credit card (automatic),68.1
Male,0,Yes,No,Yes,No,0,Yes,Yes,No,Yes,No,Yes,2,No,Mailed check,70.5
Female,0,Yes,Yes,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,2,Yes,Credit card (automatic),75.0
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,0,No,Electronic check,105.55
Female,0,No,No,Yes,No,0,Yes,Yes,No,No,No,No,1,Yes,Electronic check,54.9
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),19.8
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,20.5
Male,0,Yes,Yes,Yes,No,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,90.1
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,0,No,Electronic check,102.1
Female,1,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,71.05
Female,0,Yes,No,Yes,No,0,No,No,No,Yes,Yes,No,0,Yes,Credit card (automatic),59.8
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,1,Yes,Electronic check,95.9
Female,1,Yes,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,2,Yes,Credit card (automatic),105.95
Male,0,Yes,Yes,Yes,No,2,No,Yes,No,Yes,Yes,No,1,Yes,Electronic check,92.55
Male,0,Yes,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,0,No,Bank transfer (automatic),115.55
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.3
Male,1,Yes,No,No,No phone service,0,No,Yes,Yes,Yes,Yes,No,1,Yes,Electronic check,50.0
Male,0,No,No,Yes,No,0,No,No,No,Yes,Yes,No,2,Yes,Electronic check,59.8
Male,0,No,No,Yes,No,0,No,No,No,Yes,No,No,1,No,Credit card (automatic),49.0
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),19.6
Female,1,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,71.25
Male,0,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Credit card (automatic),70.55
Male,0,Yes,Yes,No,No phone service,0,Yes,No,Yes,Yes,Yes,Yes,2,No,Electronic check,59.95
Female,0,Yes,Yes,Yes,No,2,No,No,Yes,No,Yes,Yes,2,Yes,Electronic check,93.8
Male,0,Yes,No,Yes,No,0,No,Yes,No,Yes,No,No,1,Yes,Electronic check,53.8
Female,0,No,No,Yes,No,2,No,No,Yes,Yes,No,Yes,1,Yes,Electronic check,89.25
Female,0,No,No,Yes,No,2,No,No,Yes,No,Yes,No,1,Yes,Credit card (automatic),85.55
Female,0,Yes,No,Yes,No,2,No,No,No,Yes,Yes,No,1,Yes,Electronic check,86.05
Female,0,No,No,Yes,No,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,101.25
Female,0,No,No,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,Credit card (automatic),94.8
Male,0,No,No,No,No phone service,0,Yes,No,No,Yes,No,Yes,1,Yes,Credit card (automatic),44.45
Female,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,No,1,No,Electronic check,90.8
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,No,Yes,Yes,0,No,Credit card (automatic),77.55
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,70.1
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.75
Male,0,No,Yes,Yes,No,0,No,No,No,No,No,No,1,No,Electronic check,44.0
Female,0,No,Yes,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Credit card (automatic),104.15
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,No,No,No,No,2,No,Electronic check,53.45
Female,0,No,No,No,No phone service,0,Yes,Yes,Yes,Yes,No,No,2,No,Mailed check,45.9
Male,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Bank transfer (automatic),20.85
Female,0,No,No,Yes,Yes,2,No,Yes,Yes,No,No,Yes,2,Yes,Electronic check,94.15
Female,1,No,No,Yes,No,2,No,No,No,No,No,Yes,1,Yes,Electronic check,79.5
Female,0,No,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,99.65
Male,0,Yes,Yes,Yes,No,2,No,Yes,No,Yes,Yes,Yes,1,Yes,Electronic check,101.5
Female,0,Yes,Yes,Yes,No,0,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Bank transfer (automatic),83.7
Male,1,Yes,No,Yes,Yes,2,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,101.95
Female,0,No,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,75.55
Male,0,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,2,Yes,Bank transfer (automatic),106.8
Male,0,No,No,Yes,Yes,0,Yes,No,No,Yes,No,No,2,No,Credit card (automatic),59.9
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,Mailed check,19.0
Male,1,No,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,105.0
Male,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Mailed check,19.7
Female,0,No,No,Yes,No,0,No,No,No,No,Yes,Yes,1,Yes,Electronic check,64.9
Female,0,No,Yes,Yes,Yes,0,No,No,Yes,No,No,No,2,Yes,Mailed check,55.85
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Bank transfer (automatic),19.4
Female,0,Yes,No,Yes,Yes,2,Yes,No,Yes,No,Yes,Yes,0,Yes,Electronic check,105.5
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Mailed check,20.65
Female,0,Yes,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Credit card (automatic),20.35
Female,0,Yes,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,Electronic check,26.3
Male,0,No,No,Yes,No,0,Yes,Yes,Yes,Yes,No,No,0,No,Bank transfer (automatic),65.6
Female,0,Yes,No,Yes,No,0,No,Yes,Yes,No,No,Yes,2,Yes,Electronic check,65.65
Female,0,No,No,Yes,No,0,No,No,No,No,No,No,1,Yes,Electronic check,45.3
Male,1,Yes,Yes,Yes,No,2,Yes,Yes,Yes,No,No,No,2,Yes,Bank transfer (automatic),86.7
Female,1,No,No,Yes,No,2,No,Yes,Yes,No,No,Yes,2,Yes,Bank transfer (automatic),89.85
Female,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),19.25
Female,0,Yes,No,No,No phone service,0,No,No,Yes,No,Yes,Yes,1,Yes,Electronic check,48.75
Male,0,No,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,Mailed check,19.25
Female,0,No,No,Yes,No,2,No,No,No,No,No,No,1,No,Bank transfer (automatic),69.75
Male,0,No,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Electronic check,69.1
Female,0,Yes,No,Yes,No,2,Yes,Yes,No,Yes,No,Yes,2,No,Bank transfer (automatic),93.7
Female,0,No,No,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Mailed check,19.85
Male,0,Yes,No,Yes,No,2,No,No,No,No,No,No,1,Yes,Bank transfer (automatic),68.6
Female,0,Yes,Yes,No,No phone service,0,Yes,Yes,Yes,No,Yes,Yes,0,Yes,Credit card (automatic),60.0
Female,1,No,No,No,No phone service,0,No,No,No,No,No,No,1,No,Electronic check,25.25
Female,1,No,No,Yes,No,2,No,Yes,No,No,Yes,Yes,1,Yes,Electronic check,94.75
Male,0,No,No,Yes,Yes,2,No,No,No,No,Yes,No,1,No,Electronic check,84.5
Male,0,No,No,No,No phone service,0,No,No,No,No,No,No,1,No,Mailed check,24.3
Male,0,No,No,No,No phone service,0,Yes,No,Yes,Yes,No,No,2,No,Bank transfer (automatic),42.3
Male,1,Yes,No,Yes,Yes,2,Yes,No,Yes,No,No,Yes,2,Yes,Bank transfer (automatic),93.65
Female,0,Yes,Yes,Yes,No,0,Yes,No,Yes,No,No,Yes,1,Yes,Mailed check,63.15
Male,0,Yes,Yes,Yes,No,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,Credit card (automatic),19.6
Male,1,Yes,No,Yes,Yes,2,No,No,No,No,No,No,1,Yes,Electronic check,74.9
Male,0,Yes,Yes,Yes,No,0,Yes,No,No,No,No,No,1,Yes,Mailed check,49.95
Female,0,No,No,Yes,Yes,1,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Yes,Credit card (automatic),25.15
Male,1,Yes,No,Yes,Yes,2,No,Yes,Yes,No,Yes,Yes,1,Yes,Electronic check,104.35
Male,1,Yes,No,Yes,Yes,2,Yes,Yes,Yes,Yes,No,No,2,Yes,Electronic check,92.0
Female,1,Yes,No,Yes,Yes,2,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Credit card (automatic),108.1
Female,0,No,No,Yes,Yes,2,No,No,Yes,Yes,Yes,Yes,1,Yes,Electronic check,103.85
Male,0,No,No,Yes,No,0,Yes,No,No,Yes,Yes,No,1,Yes,Credit card (automatic),64.4
Female,0,No,No,Yes,Yes,2,No,No,No,No,Yes,Yes,1,Yes,Electronic check,94.6
Male,0,No,No,Yes,No,0,Yes,No,Yes,Yes,No,Yes,1,Yes,Bank transfer (automatic),68.25
